Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Assessing changes in global fire regimes,Fire Ecology,,,,10.1186/s42408-023-00237-9,Sayedeh Sara SayediBenjamin W. AbbottBoris VannièreBérangère LeysDaniele ColombaroliGraciela Gil RomeraMichał SłowińskiJulie C. AlemanOlivier BlarquezAngelica FeurdeanKendrick BrownTuomas AakalaTeija AleniusKathryn AllenMaja AndricYves BergeronSiria BiagioniRichard BradshawLaurent BremondElodie BrissetJoseph BrooksSandra O. BruggerThomas BrusselHaidee CaddEleonora CaglieroChristopher CarcailletVachel CarterFilipe X. CatryAntoine ChampreuxEmeline ChasteRaphaël Daniel ChavardèsMelissa ChipmanMarco ConederaSimon ConnorMark ConstantineColin Courtney MustaphiAbraham N. DabengwaWilliam DanielsErik De BoerElisabeth DietzeJoan EstranyPaulo FernandesWalter FinsingerSuzette G. A. FlantuaPaul Fox-HughesDorian M. GaboriauEugenia M.GayoMartin. P. GirardinJeffrey GlennRamesh GlücklerCatalina González-ArangoMariangelica GrovesDouglas S. HamiltonRebecca Jenner HamiltonStijn HantsonK. Anggi HapsariMark HardimanDonna HawthorneKira HoffmanJun InoueA. Tyler KarpPatrik KrebsCharuta KulkarniNiina KuosmanenTerri LacourseMarie-Pierre LedruMarion LestienneColin LongJosé Antonio López-SáezNicholas LoughlinMats NiklassonJavier MadrigalS. Yoshi MaezumiKatarzyna MarciszMichela MarianiDavid McWethyGrant MeyerChiara MolinariEncarni MontoyaScott MooneyCesar Morales-MolinoJesse MorrisPatrick MossImma OliverasJosé Miguel PereiraGianni Boris PezzattiNadine PickarskiRoberta PiniEmma RehnCécile C. RemyJordi RevellesDamien RiusVincent RobinYanming RuanNatalia RudayaJeremy Russell-SmithHeikki SeppäLyudmila ShumilovskikhWilliam T.SommersÇağatay TavşanoğluCharles UmbanhowarErickson UrquiagaDunia UrregoRichard S. VachulaTuomo WalleniusChao YouAnne-Laure Daniau,2024,https://link.springer.com/article/10.1186/s42408-023-00237-9,Article
"Repeated High-severity Fire in the Sierra Nevada and Southern Cascades of California, United States: Landscape Trends and Belowground Effects",Ecosystems,,,,10.1007/s10021-025-01035-x,Seren H. BagcilarAsh B. CaleAlexandra K. UrzaErin J. HananBenjamin W. Sullivan,2025,https://link.springer.com/article/10.1007/s10021-025-01035-x,Article
Post-fire treatments in Mediterranean forests: a review for enhancing restoration strategies,Fire Ecology,,,,10.1186/s42408-025-00430-y,M. Menéndez-MiguélezI. CañellasM. ErdozainS. de-MiguelI. Alberdi,2025,https://link.springer.com/article/10.1186/s42408-025-00430-y,Article
A post-fire reforestation assessment and prioritization tool for the Western United States,Fire Ecology,,,,10.1186/s42408-025-00405-z,Zachary A. HoldenEllen JungckKimberley T. DavisDyer A. WarrenAlan SwansonSolomon  Z. DobrowskiMarco ManetaKyle C. RodmanLewis FallerVince Archer,2025,https://link.springer.com/article/10.1186/s42408-025-00405-z,Article
Synthesizing Spectral and Field Observations of Post-fire Conifer Recovery in Dry Conifer Forests,Ecosystems,,,,10.1007/s10021-025-01029-9,Sarah M. Smith-TrippNicholas C. CoopsJoe MeyerJoanne C. WhiteSarah GergelJodi AxelsonDominik Roeser,2025,https://link.springer.com/article/10.1007/s10021-025-01029-9,Article
"Vegetation, fuels, and fire-behavior responses to linear fuel-break treatments in and around burned sagebrush steppe: are we breaking the grass-fire cycle?",Fire Ecology,,,,10.1186/s42408-024-00266-y,Matthew J. GerminoSamuel “Jake” PriceSusan J. Prichard,2024,https://link.springer.com/article/10.1186/s42408-024-00266-y,Article
Effects of large mammalian herbivores and lagomorphs on post-fire plant regeneration in Mediterranean-type ecosystems,Plant Ecology,,,,10.1007/s11258-025-01534-w,Andreu CeraMiguel N. BugalhoFilipe X. Catry,2025,https://link.springer.com/article/10.1007/s11258-025-01534-w,Article
Amplified Arctic–boreal fire regimes from permafrost thaw feedbacks,Nature Geoscience,,,,10.1038/s41561-025-01894-y,Jialing LiGengke LaiLin MengConstantin M. ZohnerJosep PeñuelasSander VeraverbekeJan HjortPhilippe CiaisYang ChenXin LiChaoyang Wu,2026,https://link.springer.com/article/10.1038/s41561-025-01894-y,Article
"Real-Time Active Fire Detection in the Pantanal Biome, Brazil, Using Convolutional Neural Networks",Fire Technology,,,,10.1007/s10694-025-01722-0,Daniel Cabral da CostaLeonardo Vidal BatistaRicharde Marques da SilvaCelso Augusto Guimarães Santos,2025,https://link.springer.com/article/10.1007/s10694-025-01722-0,Article
Private landowner interest in prescribed fire in California: findings from workshops in the Sierra Nevada,Fire Ecology,,,,10.1186/s42408-024-00277-9,Kate M. WilkinAmanda M. StasiewiczSusan D. Kocher,2024,https://link.springer.com/article/10.1186/s42408-024-00277-9,Article
"Fueling the discussion: are fire-fuel clearings impacting mammal activity at Jasper Ridge Biological Preserve, California, USA?",Mammal Research,,,,10.1007/s13364-025-00830-0,Rodrigo Béllo CarvalhoTrevor HébertRodolfo Dirzo,2025,https://link.springer.com/article/10.1007/s13364-025-00830-0,Article
Anthropogenic fire reduces migratory bird abundance and diversity at a stopover site,Scientific Reports,,,,10.1038/s41598-025-27464-1,Wieland HeimLara HinningerSergei M. SmirenskiRamona J. Heim,2025,https://link.springer.com/article/10.1038/s41598-025-27464-1,Article
Fuel build-up promotes an increase in fire severity of reburned areas in fire-prone ecosystems of the western Mediterranean Basin,Fire Ecology,,,,10.1186/s42408-023-00232-0,José Manuel Fernández-GuisuragaLeonor Calvo,2023,https://link.springer.com/article/10.1186/s42408-023-00232-0,Article
"The Role of Cultural Fire Values among the Arhuaco, Tikuna, Uitoto, Pijao, and Embera-Chamí Indigenous Peoples of Colombia in Promoting Sustainable Forest Governance",Human Ecology,,,,10.1007/s10745-025-00618-5,Ana Maria Monsalve CuartasAna Valentina Masso-ArdilaDavid MachadoIgnacio Sanchez FlórezEdisson Stik CacaisCalixto Suárez VillafaneJosé Gregorio VásquezAdriana Milena Walker S,2025,https://link.springer.com/article/10.1007/s10745-025-00618-5,Article
"Assessment of post-fire sprouting in oak species of the Zagros forests, Western Iran",Environmental Monitoring and Assessment,,,,10.1007/s10661-025-14657-4,Loghman GhahramanyShokri AzariAhmad Valipour,2025,https://link.springer.com/article/10.1007/s10661-025-14657-4,Article
Post-fire recolonization of dry deciduous forests by lemurs in northwestern Madagascar,Biodiversity and Conservation,,,,10.1007/s10531-025-03167-x,Naina Ratsimba RabemananjaraMisa Miaritiana RasolozakaMarie Odile RavolanirinaRogula MarivolaSeheno Harilala RandriamiarantsoaRomule RakotondravonyHanta RazafindraibeDominik SchüßlerUte Radespiel,2025,https://link.springer.com/article/10.1007/s10531-025-03167-x,Article
Investigating the performance vs. computational complexity tradeoff in cross-domain fire risk detection,"Signal, Image and Video Processing",,,,10.1007/s11760-025-04348-5,Abhishek VermaVirender RangaDinesh Kumar Vishwakarma,2025,https://link.springer.com/article/10.1007/s11760-025-04348-5,Article
Visitor Preferences and Human-Caused Wildfire Prevention: A Survey of Public Land Users in the US Southwest,Journal of Forestry,,,,10.1007/s44392-024-00003-y,Sarah E. DevenportCatrin M. Edgeley,2025,https://link.springer.com/article/10.1007/s44392-024-00003-y,Article
Wind-Driven Building-to-Building Fire Spread: Experimental Results and Probabilistic Modeling,Fire Technology,,,,10.1007/s10694-025-01854-3,Faraz HedayatiDaniel GorhamXareni MonroyMohammadrafi MarandiEvan SluderMichael GollnerWuquan CuiAli Merhi,2026,https://link.springer.com/article/10.1007/s10694-025-01854-3,Article
Prioritizing the Right to Environment: Enhancing Forest Fire Detection and Prevention Through Satellite Data and Machine Learning Algorithms for Early Warning Systems,Remote Sensing in Earth Systems Sciences,,,,10.1007/s41976-024-00140-0,Priyadharshini LakshmanaswamyAsha SundaramThangamayan Sudanthiran,2024,https://link.springer.com/article/10.1007/s41976-024-00140-0,Article
Wildfire management decisions outweigh mechanical treatment as the keystone to forest landscape adaptation,Fire Ecology,,,,10.1186/s42408-024-00339-y,Tucker J. FurnissNicholas PovakPaul F. HessburgR. Brion SalterZhuoran DuanMark Wigmosta,2024,https://link.springer.com/article/10.1186/s42408-024-00339-y,Article
Spatiotemporal monitoring of post-fire soil erosion rates using earth observation (EO) data and cloud computing,Natural Hazards,,,,10.1007/s11069-024-06907-4,Stefanos P. StefanidisNikolaos D. ProutsosAlexandra D. SolomouPanagiotis MichopoulosAthanassios BourletsikasDimitris TigkasVelibor SpalevicShuraik Kader,2024,https://link.springer.com/article/10.1007/s11069-024-06907-4,Article
Untrammeling the wilderness: restoring natural conditions through the return of human-ignited fire,Fire Ecology,,,,10.1186/s42408-024-00297-5,Clare E. BoerigterSean A. ParksJonathan W. LongJonathan D. CoopMelanie ArmstrongDon L. Hankins,2024,https://link.springer.com/article/10.1186/s42408-024-00297-5,Article
Burning of woody debris dominates fire emissions in the Amazon and Cerrado,Nature Geoscience,,,,10.1038/s41561-024-01637-5,Matthias ForkelChristine WessollekVincent HuijnenNiels AndelaAdrianus de LaatDaniel KinalczykChristopher MarrsDave van WeesAna BastosPhilippe CiaisDominic FawcettJohannes W. KaiserCarine KlaubergErico KutcharttRodrigo LeiteWei LiCarlos SilvaStephen SitchJefferson Goncalves De SouzaSönke ZaehleStephen Plummer,2025,https://link.springer.com/article/10.1038/s41561-024-01637-5,Article
Widespread and systematic effects of fire on plant–soil water relations,Nature Geoscience,,,,10.1038/s41561-024-01563-6,Martin J. BaurAndrew D. FriendAdam F. A. Pellegrini,2024,https://link.springer.com/article/10.1038/s41561-024-01563-6,Article
Harnessing machine learning and multi-source data fusion for urban fire risk assessment: predictive analysis of spatial heterogeneity,Natural Hazards,,,,10.1007/s11069-025-07954-1,Zongjia ZhangZixi GuoSijin WuPan TangSongyi WangLili Yang,2026,https://link.springer.com/article/10.1007/s11069-025-07954-1,Article
Evaluation of sampling methods for characterisation of post-fire beetle assemblages,Journal of Insect Conservation,,,,10.1007/s10841-025-00728-x,Markus FranzénAnders ForsmanOlof Persson,2025,https://link.springer.com/article/10.1007/s10841-025-00728-x,Article
Forest Fire and Smoke Detection Using Deep Learning,Intelligent Systems,,,,10.1007/978-3-032-05120-2_36,Sukriti ShuklaVimal Kumar SinghDeepak GuptaSatyasundara Mahapatra,2026,https://link.springer.com/chapter/10.1007/978-3-032-05120-2_36,Conference paper
A bottom-up perspective on how fire changes ecosystem biogeochemistry via plant-soil interactions,Plant and Soil,,,,10.1007/s11104-025-08031-z,Adam PellegriniGiacomo CertiniMinerva García-CarmonaCarmen Sánchez-García,2025,https://link.springer.com/article/10.1007/s11104-025-08031-z,Article
"Impact of fire-burn on soil geochemical, microbial biomass and carbon stocks in a dry tropical forest ecosystem",International Journal of Environmental Science and Technology,,,,10.1007/s13762-024-05932-x,A. A. AgbeshieR. Awuah,2024,https://link.springer.com/article/10.1007/s13762-024-05932-x,Article
Integrating machine learning algorithms for post-fire damage assessment and rehabilitation prioritization of urban structures,Journal of Building Pathology and Rehabilitation,,,,10.1007/s41024-026-00775-0,Dileep Kumar M.Mayank ChauhanKamal SharmaBarada Prasad SethyGohar AliKrushna Chandra Sethi,2026,https://link.springer.com/article/10.1007/s41024-026-00775-0,Article
"Remote sensing for assessing the impact of forest fire severity on ecological and socio-economic activities in Kozan District, Turkey",Journal of Environmental Studies and Sciences,,,,10.1007/s13412-024-00951-z,Sa’ad IbrahimMustafa KoseBashir AdamuIdris Mohammed Jega,2024,https://link.springer.com/article/10.1007/s13412-024-00951-z,Article
Multi-source tri-environmental conceptual framework for fire impact analysis,Urban Informatics,,,,10.1007/s44212-024-00063-7,Zongrong LiQiluo LiHaiyang LiSiqin WangYi Qi,2024,https://link.springer.com/article/10.1007/s44212-024-00063-7,Article
"The Influence of Housing, Parcel, and Neighborhood Characteristics on Housing Survival in the Marshall Fire",Fire Technology,,,,10.1007/s10694-024-01616-7,Amy J. MetzErica C. FischerAbbie B. Liel,2024,https://link.springer.com/article/10.1007/s10694-024-01616-7,Article
Real-time forecast of high-resolution wildfire spread via Fast Cross-Scale Deep Learning,ENGINEERING Environment,,,,10.1007/s11783-026-2165-1,Yizhou LiYanfu ZengZhiqing PanXinyan Huang,2026,https://link.springer.com/article/10.1007/s11783-026-2165-1,Article
Spatial variability in Arctic–boreal fire regimes influenced by environmental and human factors,Nature Geoscience,,,,10.1038/s41561-024-01505-2,Rebecca C. ScholtenSander VeraverbekeYang ChenJames T. Randerson,2024,https://link.springer.com/article/10.1038/s41561-024-01505-2,Article
An account of one hundred and sixty years of fire history in Delmarva’s Great Cypress Swamp (1782–1941),Fire Ecology,,,,10.1186/s42408-025-00410-2,Christopher H. Briand,2025,https://link.springer.com/article/10.1186/s42408-025-00410-2,Article
Forest landowner values and perspectives of prescribed fire in the Northeast/Mid-Atlantic region of the United States,Fire Ecology,,,,10.1186/s42408-024-00258-y,Arun RegmiJesse K. KreyeMelissa M. Kreye,2024,https://link.springer.com/article/10.1186/s42408-024-00258-y,Article
"Space-Based Forest Fire Risk Assessment and Mapping: A Case Study of Wayanad District, Kerala","Proceedings of International Conference on Advances in Materials, Modeling, and Analysis for Sustainable and Resilient Infrastructure Volume 2",,,,10.1007/978-981-95-0241-7_30,M. P. JeevanHusna NazeerS. Sumith SatheendranB. Athul,2026,https://link.springer.com/chapter/10.1007/978-981-95-0241-7_30,Conference paper
Evaluating Public Policies in Fire-affected Conservation Priority Areas of the Brazilian Pantanal,Environmental Management,,,,10.1007/s00267-025-02253-8,Edinéia Aparecida dos Santos GalvaninMarcellus M. Caldas,2025,https://link.springer.com/article/10.1007/s00267-025-02253-8,Article
Enhanced forest fire susceptibility mapping by integrating feature selection genetic algorithm and bagging-based support vector machine with artificial neural networks,Stochastic Environmental Research and Risk Assessment,,,,10.1007/s00477-024-02851-8,Ali Nouh MabdehA’kif Al-FugaraLaith AbualigahKashif SaleemVaclav Snasel,2024,https://link.springer.com/article/10.1007/s00477-024-02851-8,Article
Prescribed fire promotes colonization by the Florida bog frog,Fire Ecology,,,,10.1186/s42408-025-00358-3,George C. BrooksThomas A. GormanChristine M. ProctorBrandon K. RinconCarola A. Haas,2025,https://link.springer.com/article/10.1186/s42408-025-00358-3,Article
Fire susceptibility assessment in the Carpathians using an interpretable framework,Scientific Reports,,,,10.1038/s41598-025-10296-4,Melinda ManczingerLászló KovácsTibor Kovács,2025,https://link.springer.com/article/10.1038/s41598-025-10296-4,Article
The effects of wildfire frequency on post-fire soil surface water dynamics,European Journal of Forest Research,,,,10.1007/s10342-023-01635-z,O. González-PelayoS. A. PratsE. van den ElsenM. C. MalvarC. RitsemaS. BautistaJ. J. Keizer,2023,https://link.springer.com/article/10.1007/s10342-023-01635-z,Article
Satellite-based ensemble intelligent approach for predicting forest fire: a case of the Hyrcanian forest in Iran,Environmental Science and Pollution Research,,,,10.1007/s11356-024-32615-4,Seyed Babak Haji Seyed AsadollahAhmad SharafatiDavide Motta,2024,https://link.springer.com/article/10.1007/s11356-024-32615-4,Article
Fire effects on floral abundance of bumble bee host plants in mixed-oak forests,Fire Ecology,,,,10.1186/s42408-025-00367-2,Moses R. ShaferPamela PuppoTodd F. HutchinsonKyle A. Palmquist,2025,https://link.springer.com/article/10.1186/s42408-025-00367-2,Article
Forest Fire Forecasting Model in Wildlife Using Reinforcement Learning Agent for Reward Maximization,Proceedings of Fourth International Conference on Computing and Communication Networks,,,,10.1007/978-981-96-6124-4_5,Vaishnavi RaniRishav PandeyV. SanjayAnant TripathiSushruta MishraMyasar Mundher Adnan,2025,https://link.springer.com/chapter/10.1007/978-981-96-6124-4_5,Conference paper
Soil resilience assessment using soil profile descriptions and Analytic Hierarchy Process in Mediterranean mountains considering diverse fire occurrences,Journal of Mountain Science,,,,10.1007/s11629-024-8803-9,Jesús Rodrigo-Comino,2024,https://link.springer.com/article/10.1007/s11629-024-8803-9,Article
Frequent burning and limited stand-replacing fire supports Mexican spotted owl pair occupancy,Fire Ecology,,,,10.1186/s42408-024-00271-1,Gavin M. JonesMarion A. ClémentChristopher E. LatimerMarilyn E. WrightJamie S. SanderlinShaula J. HedwallRebecca Kirby,2024,https://link.springer.com/article/10.1186/s42408-024-00271-1,Article
