Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Adapting wildfire risk assessment for a tribal landscape: mount baldy and the fort apache reservation in Arizona,Landscape Ecology,,,,10.1007/s10980-026-02302-5,Aaron RussellTodd HawbakerDoreen Ethelbah-GatewoodLucas BairAmanda CarlsonJames MeldrumSeth Munson,2026,https://link.springer.com/article/10.1007/s10980-026-02302-5,Article
Prescribed fire limits wildfire severity without altering ecological importance for birds,Fire Ecology,,,,10.1186/s42408-021-00123-2,Quresh S. LatifVictoria A. SaabJonathan G. Dudley,2021,https://link.springer.com/article/10.1186/s42408-021-00123-2,Article
Machine Learning in Healthcare Analytics: A State-of-the-Art Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-024-10098-3,Surajit DasSamaleswari P. NayakBiswajit SahooSarat Chandra Nayak,2024,https://link.springer.com/article/10.1007/s11831-024-10098-3,Article
Uncovering the Science-Policy Interface: Applying Bibliometric Approaches to the Wildfire Risk Management Domain,Environmental Management,,,,10.1007/s00267-025-02161-x,Juliane SchlierkampClaudia BerchtoldIsabelle Linde-Frech,2025,https://link.springer.com/article/10.1007/s00267-025-02161-x,Article
Digital strategies in wildfire management: social media analytics and Web 3.0 integration,Discover Sustainability,,,,10.1007/s43621-024-00274-7,Garros GongStanko DimitrovMichael R. Bartolacci,2024,https://link.springer.com/article/10.1007/s43621-024-00274-7,Article
Advanced evaluation of pre-trained CNN models for accurate forest fire detection,Natural Hazards,,,,10.1007/s11069-026-07976-3,Siham KhiraniAbdelkerim SouahliaAbdelhalim RabehiMohammed BourennaneMawloud GuermouiImad Eddine TibermacineAbdelaziz Rabehi,2026,https://link.springer.com/article/10.1007/s11069-026-07976-3,Article
"Unlocking the black box: an in-depth review on interpretability, explainability, and reliability in deep learning",Neural Computing and Applications,,,,10.1007/s00521-024-10437-2,Emrullah ŞAHiNNaciye Nur ArslanDurmuş Özdemir,2024,https://link.springer.com/article/10.1007/s00521-024-10437-2,Article
Fire Safety of Ethnic Minority Traditional Settlements in Southwest China,Fire Technology,,,,10.1007/s10694-022-01333-z,Yu WangHongli RuanTing XiaLesley Gibson,2022,https://link.springer.com/article/10.1007/s10694-022-01333-z,Article
Techniques used to predict climate risks: a brief literature survey,Natural Hazards,,,,10.1007/s11069-023-06046-2,Ruchika NanwaniMd Mahmudul HasanSilvia Cirstea,2023,https://link.springer.com/article/10.1007/s11069-023-06046-2,Article
Ecosystem Services and Disaster Risk Reduction under Climate Change and Wildfire Threats,Environmental Management,,,,10.1007/s00267-026-02405-4,Azam Khosravi Mashizi,2026,https://link.springer.com/article/10.1007/s00267-026-02405-4,Article
Indirect interactions between climate and cropland distribution shape fire size in West African grasslands,Landscape Ecology,,,,10.1007/s10980-022-01571-0,Henrike Schulte to BühneJoseph A. TobiasSarah M. DurantNathalie Pettorelli,2022,https://link.springer.com/article/10.1007/s10980-022-01571-0,Article
A lightweight CNN model for UAV-based image classification,Soft Computing,,,,10.1007/s00500-025-10512-3,Xinjie DengMichael ShiBurhan KhanYit Hong ChooFazal GhaffarChee Peng Lim,2025,https://link.springer.com/article/10.1007/s00500-025-10512-3,Article
"Natural or man-made? Finding the drivers of forest fires within the protected area habitats: a case study from the lower Shivalik Landscape, Western Himalaya",Natural Hazards,,,,10.1007/s11069-024-06523-2,Tamali MondalSoumya DasguptaDinesh Chandra BhattK. Ramesh,2024,https://link.springer.com/article/10.1007/s11069-024-06523-2,Article
Machine learning-based predictive models for enhancing safety and preventing failures in mining operations,Safety in Extreme Environments,,,,10.1007/s42797-025-00130-5,Farooq Ahmed Siddique KDebi Prasad TripathySantosh Kumar Nanda,2025,https://link.springer.com/article/10.1007/s42797-025-00130-5,Article
"A comprehensive evaluation model for forest fires based on MCDA and machine learning: A case study of Zhenjiang City, China","Environment, Development and Sustainability",,,,10.1007/s10668-024-05125-z,Rui XingWeiyi JuHualiang Lu,2024,https://link.springer.com/article/10.1007/s10668-024-05125-z,Article
Classification and Identification of Infectious COVID-19 Virus Using Deep Learning and Machine Learning Techniques: A Comprehensive Analysis,SN Computer Science,,,,10.1007/s42979-023-02467-9,Vijaya PatnaikAsit Kumar SubudhiMonalisa Mohanty,2024,https://link.springer.com/article/10.1007/s42979-023-02467-9,Article
A hybrid deep learning and fuzzy logic framework for feature-based evaluation of english Language learners,Scientific Reports,,,,10.1038/s41598-025-17738-z,XiuHua Zhao,2025,https://link.springer.com/article/10.1038/s41598-025-17738-z,Article
Mapping wildfire ignition probability and predictor sensitivity with ensemble-based machine learning,Natural Hazards,,,,10.1007/s11069-023-06172-x,Qi TongThomas Gernay,2023,https://link.springer.com/article/10.1007/s11069-023-06172-x,Article
"Presenting a conceptual model of spatial resilience in the face of fire in Tehran, Iran",International Journal of Environmental Science and Technology,,,,10.1007/s13762-025-06635-7,A. KheirdastS. A. JoziS. RezaianM. M. E. Tehrani,2025,https://link.springer.com/article/10.1007/s13762-025-06635-7,Article
The growing link between heatwaves and megafires: evidence from southern Mediterranean countries of Europe,Natural Hazards,,,,10.1007/s11069-025-07488-6,José Maria Costa-SauraValentina BacciuCostantino SircaOnofrio CappellutiDonatella SpanoMario Elia,2025,https://link.springer.com/article/10.1007/s11069-025-07488-6,Article
A Study on Malware Detection Techniques Using Deep Learning: Next Generation Threat Detection,Advancement in Cyber Security and Digital Forensics,,,,10.1007/978-981-95-3701-3_14,Ritu GautamSandhya MishraPrableen Kaur,2026,https://link.springer.com/chapter/10.1007/978-981-95-3701-3_14,Conference paper
A review of deep learning techniques for disaster management in social media: trends and challenges,The European Physical Journal Special Topics,,,,10.1140/epjs/s11734-024-01172-9,T. D. N. PavaniSreeJagadeesh Malla,2024,https://link.springer.com/article/10.1140/epjs/s11734-024-01172-9,Article
Research and application of deep learning object detection methods for forest fire smoke recognition,Scientific Reports,,,,10.1038/s41598-025-98086-w,Luhao HeYongzhang ZhouLei LiuYuqing ZhangJianhua Ma,2025,https://link.springer.com/article/10.1038/s41598-025-98086-w,Article
An imperative need for machine learning algorithms in heat transfer application: a review,Journal of Thermal Analysis and Calorimetry,,,,10.1007/s10973-024-13885-z,M. RamanipriyaS. Anitha,2024,https://link.springer.com/article/10.1007/s10973-024-13885-z,Article
Investigation of post fire vegetation regrowth under different burn severities based on satellite observations,International Journal of Environmental Science and Technology,,,,10.1007/s13762-022-04500-5,Z. RoodsarabiA. Sam-KhanianiA. Kiani,2022,https://link.springer.com/article/10.1007/s13762-022-04500-5,Article
Application of Remote Sensing Technology in Wildfire Research: Bibliometric Perspective,Fire Technology,,,,10.1007/s10694-023-01531-3,Xiaolian LiJie LiMilad Haghani,2024,https://link.springer.com/article/10.1007/s10694-023-01531-3,Article
A Systematic Review on Utilizing Artificial Intelligence in Lateral Resisting Systems of Buildings,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10288-7,Yasir W. AbduljaleelFathoni UsmanAgusril SyamsirBaraa M. AlbakerMuhammad Imran NajeebMustafa M. KhattabSafaa N. Saud Al-Humairi,2025,https://link.springer.com/article/10.1007/s11831-025-10288-7,Article
The application of machine learning techniques in posttraumatic stress disorder: a systematic review and meta-analysis,npj Digital Medicine,,,,10.1038/s41746-024-01117-5,Jing WangHui OuyangRunda JiaoSuhui ChengHaiyan ZhangZhilei ShangYanpu JiaWenjie YanLili WuWeizhi Liu,2024,https://link.springer.com/article/10.1038/s41746-024-01117-5,Article
Industrial Risk Management Using Artificial Intelligence Tools: Bibliometric Analysis,Proceedings of the 4th International Conference on‎ Big Data and Artificial Intelligence Applications (ICBDAIA’25),,,,10.1007/978-3-032-10895-1_24,Kawtar BenderouachIdriss BennisAbdelouahad BellatKhalifa MansouriAli Siadat,2026,https://link.springer.com/chapter/10.1007/978-3-032-10895-1_24,Conference paper
A remote sensing assessment of oak forest recovery after postfire restoration,European Journal of Forest Research,,,,10.1007/s10342-024-01667-z,L. F. LopesF. S. DiasP. M. FernandesV. Acácio,2024,https://link.springer.com/article/10.1007/s10342-024-01667-z,Article
"Native American geography shaped historical fire frequency in forests of eighteenth-century Pennsylvania, USA",Scientific Reports,,,,10.1038/s41598-023-44692-5,Stephen J. TulowieckiBrice B. HanberryMarc D. Abrams,2023,https://link.springer.com/article/10.1038/s41598-023-44692-5,Article
Air Pollution and Health Impacts of Wildfire Seasons: Insights from Northern Portugal,"Water, Air, & Soil Pollution",,,,10.1007/s11270-025-08047-2,Bela BarrosMarta OliveiraSimone Morais,2025,https://link.springer.com/article/10.1007/s11270-025-08047-2,Article
FogFire: fog assisted IoT enabled forest fire management,Evolutionary Intelligence,,,,10.1007/s12065-021-00666-y,Raj VikramDitipriya Sinha,2021,https://link.springer.com/article/10.1007/s12065-021-00666-y,Article
Distributed Random Forest for&#xa0;Predicting Forest Wildfires Based on&#xa0;Weather Data,Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-031-64064-3_22,Robertas DamaŝeviŝiusRytis Maskeliũnas,2024,https://link.springer.com/chapter/10.1007/978-3-031-64064-3_22,Conference paper
Forest fire and smoke detection using deep learning-based learning without forgetting,Fire Ecology,,,,10.1186/s42408-022-00165-0,Veerappampalayam Easwaramoorthy SathishkumarJaehyuk ChoMalliga SubramanianObuli Sai Naren,2023,https://link.springer.com/article/10.1186/s42408-022-00165-0,Article
"Disorderly urban adaptation to climate change: qualitative modeling of finance, land use, and the built environment",npj Urban Sustainability,,,,10.1038/s42949-025-00318-5,Stephen J. CollierYael Nidam Kirsht,2025,https://link.springer.com/article/10.1038/s42949-025-00318-5,Article
Unifying ground and air: a comprehensive review of deep learning-enabled CAVs and UAVs,Artificial Intelligence Review,,,,10.1007/s10462-025-11425-1,Muhammad Umer ZiaWei XiangTao HuangJameel AhmadJawwad Nasar ChatthaIjaz Haider NaqviFaran Awais Butt,2025,https://link.springer.com/article/10.1007/s10462-025-11425-1,Article
Managing forward while looking back: reopening closed forests to open woodlands and savannas,Fire Ecology,,,,10.1186/s42408-024-00312-9,Lauren S. Pile KnappDaniel C. DeyMichael C. StambaughFrank R. Thompson IIIJ. Morgan Varner,2024,https://link.springer.com/article/10.1186/s42408-024-00312-9,Article
A systematic review on smart waste biomass production using machine learning and deep learning,Journal of Material Cycles and Waste Management,,,,10.1007/s10163-023-01794-6,Wei PengOmid Karimi Sadaghiani,2023,https://link.springer.com/article/10.1007/s10163-023-01794-6,Article
Short-term effects of low-intensity surface fires on dissolved organic matter from boreal forest soils,Journal of Soils and Sediments,,,,10.1007/s11368-025-04041-7,Mathilde RebifféLukas KohlEgle KösterMarkku KeinänenFrank BerningerKajar Köster,2025,https://link.springer.com/article/10.1007/s11368-025-04041-7,Article
Contributions of ecological restoration policies to China’s land carbon balance,Nature Communications,,,,10.1038/s41467-024-54100-9,Chao YueMengyang XuPhilippe CiaisShu TaoHuizhong ShenJinfeng ChangWei LiLei DengJunhao HeYi LengYu LiJiaming WangCan XuHan ZhangPengyi ZhangLiankai ZhangJie ZhaoLei ZhuShilong Piao,2024,https://link.springer.com/article/10.1038/s41467-024-54100-9,Article
"Evaluating the Role of Density-Based Spatial Clustering in Enhancing Wildfire Classification: A Case Study in Maule, Chile",SN Computer Science,,,,10.1007/s42979-025-04458-4,Ernesto E. VivancoHernán Astudillo,2025,https://link.springer.com/article/10.1007/s42979-025-04458-4,Article
Firebrand Generation Time Prediction: A Machine Learning Perspective,Advances in Multidisciplinary Analysis and Optimization,,,,10.1007/978-981-95-1723-7_20,Rohit Kumar SharmaDeepak SharmaMillie Pant,2026,https://link.springer.com/chapter/10.1007/978-981-95-1723-7_20,Conference paper
Plant rarity in fire-prone dry sclerophyll communities,Scientific Reports,,,,10.1038/s41598-022-15927-8,Meena S. SritharanBen C. ScheeleWade BlanchardClaire N. FosterPatricia A. WernerDavid B. Lindenmayer,2022,https://link.springer.com/article/10.1038/s41598-022-15927-8,Article
Forest Fire and&#xa0;Smoke Detection Using Image-Based Deep Learning,Machine Learning and Soft Computing,,,,10.1007/978-981-96-6403-0_6,Napatsorn TantasaneeThitirat Siriborvornratanakul,2025,https://link.springer.com/chapter/10.1007/978-981-96-6403-0_6,Conference paper
Artificial Intelligence for Pyrocumulonimbus Cloud Detection: Enhancing Indian Wildfire Management,Journal of the Indian Society of Remote Sensing,,,,10.1007/s12524-025-02270-4,Darshit Amit PandyaBipasha Paul Shukla,2025,https://link.springer.com/article/10.1007/s12524-025-02270-4,Article
"Roles of Local Government in Community Forest Management and Resilience: A Case Study of Ban Pee Community, Phayao Province, Thailand",Managing Disruption and Developing Resilience for a Better Southeast Asia,,,,10.1007/978-981-96-2116-3_25,Kunanon PannilWanwalee Inpin,2026,https://link.springer.com/chapter/10.1007/978-981-96-2116-3_25,Conference paper
Sustainability Nexus AID: wildfire,Sustainability Nexus Forum,,,,10.1007/s00550-025-00569-x,Sayed M. BateniFatemeh RezaieTrang Thi Kieu TranChanghyun JunEssam HeggyJason C. KnievelAnnette MenzelMir A. MatinAzin ZareiVenkataraman LakshmiKaveh Madani,2025,https://link.springer.com/article/10.1007/s00550-025-00569-x,Article
"Using machine learning techniques in multi-hazards assessment of Golestan National Park, Iran",Natural Hazards,,,,10.1007/s11069-023-05984-1,Hassan FaramarziSeyed Mohsen HosseiniHamid Reza PourghasemiMahdi Farnaghi,2023,https://link.springer.com/article/10.1007/s11069-023-05984-1,Article
Forest type modulates mammalian responses to megafires,Scientific Reports,,,,10.1038/s41598-024-64460-3,Marcelo MagioliLuanne Helena Augusto LimaPriscilla Marqui Schmidt VillelaRicardo SampaioLilian BonjorneRenan Lieto Alves RibeiroDaniel Luis Zanella KantekSelma Samiko MiyazakiThiago B. F. SemedoGustavo S. LibardiBruno H. SaranholiCharlotte E. ErikssonRonaldo Gonçalves MoratoChristian Niel Berlinck,2024,https://link.springer.com/article/10.1038/s41598-024-64460-3,Article
"Mixed-provenance plantings and climatic transfer-distance affect the early growth of knobcone-monterey hybrid pine, a fire-resilient alternative for reforestation",New Forests,,,,10.1007/s11056-023-09991-9,Christopher E. LooneyJoseph A.E. StewartKatherine E.A. Wood,2023,https://link.springer.com/article/10.1007/s11056-023-09991-9,Article
A Survey on Fire Alarm Systems: Technological Advancements and Challenges,Smart Trends in Computing and Communications,,,,10.1007/978-981-96-7508-1_29,M. KarthikaK. S. Raghu NandanSalanke Anni RaoS. Ramkumar,2026,https://link.springer.com/chapter/10.1007/978-981-96-7508-1_29,Conference paper
Social and historical dimensions of wildfire research and the consideration given to practical knowledge: a systematic review,Natural Hazards,,,,10.1007/s11069-022-05460-2,Joana SousaCan ÇinarMiguel CarmoMarco A. S. Malagoli,2022,https://link.springer.com/article/10.1007/s11069-022-05460-2,Article
Wildfire probability estimated from&#xa0;recent climate and fine fuels across the big sagebrush region,Fire Ecology,,,,10.1186/s42408-024-00252-4,Martin C. HoldregeDaniel R. SchlaepferKyle A. PalmquistMichele CristKevin E. DohertyWilliam K. LauenrothThomas E. RemingtonKarin RileyKaren C. ShortJohn C. TullLief A. WiechmanJohn B. Bradford,2024,https://link.springer.com/article/10.1186/s42408-024-00252-4,Article
Mapping and assessment of ecological vulnerability to wildfires in Europe,Fire Ecology,,,,10.1186/s42408-024-00321-8,Fátima Arrogante-FunesFlorent MouillotBruno MoreiraInmaculada AguadoEmilio Chuvieco,2024,https://link.springer.com/article/10.1186/s42408-024-00321-8,Article
Quantile Regression Analysis of the Modifying Industrial Operations Protocol’s Impact on Forestry Fire Incremental Growth,Forest Science,,,,10.1093/forsci/fxad027,Kevin GranvilleShi Yu CaoDouglas G WoolfordColin B McFayden,2023,https://link.springer.com/article/10.1093/forsci/fxad027,Article
Understanding Passive Forest Management on Family Forest Owned Land in New England to Further Ecological Forestry,Journal of Forestry,,,,10.1007/s44392-025-00013-4,Lina DenarosoPaul CatanzaroMarla Markowski-Lindsay,2025,https://link.springer.com/article/10.1007/s44392-025-00013-4,Article
Bats and fire: a global review,Fire Ecology,,,,10.1186/s42408-021-00109-0,Susan C. LoebRachel V. Blakey,2021,https://link.springer.com/article/10.1186/s42408-021-00109-0,Article
The socioeconomic impact of a wildfire based on farmers’ perception: a case study for the island of Thassos,Euro-Mediterranean Journal for Environmental Integration,,,,10.1007/s41207-024-00501-7,Dimitra StougiannidouEleni ZafeiriouGeorge IliadisGaryfallos ArabatzisTheodoros MarkopoulosIoannis Nikolaou,2024,https://link.springer.com/article/10.1007/s41207-024-00501-7,Article
Artificial intelligence and complex networks meet natural sciences,The European Physical Journal Special Topics,,,,10.1140/epjs/s11734-025-01844-0,Alexander E. HramovDibakar GhoshAlexander N. PisarchikAlexey PavlovDrozdstoy StoyanovAlexey ZaikinSemyon KurkinMiguel Sanjuan,2025,https://link.springer.com/article/10.1140/epjs/s11734-025-01844-0,Article
Prediction of waste generation forecast and emission potential on the Erode City solid waste dump yards based on machine learning approach,Scientific Reports,,,,10.1038/s41598-025-19288-w,E. B. PriyankaS. VijayshanthyS. ThangavelR. AnandG. B. BhavanaBaseem KhanK. JeyanthiA. Ambikapathy,2025,https://link.springer.com/article/10.1038/s41598-025-19288-w,Article
Climate Change and Wildfire Resilience: Assessing Rural Community Wildfire Protection Plans in the Pacific Northwest,Public Organization Review,,,,10.1007/s11115-025-00969-z,Brent S. SteelErika Allen Wolters,2025,https://link.springer.com/article/10.1007/s11115-025-00969-z,Article
Habitat connectivity supports the local abundance of fire salamanders (<i>Salamandra salamandra</i>) but also the spread of <i>Batrachochytrium salamandrivorans</i>,Landscape Ecology,,,,10.1007/s10980-023-01636-8,Leonard BolteForough GoudarziReinhard KlenkeSebastian SteinfartzAnnegret Grimm-SeyfarthKlaus Henle,2023,https://link.springer.com/article/10.1007/s10980-023-01636-8,Article
Burned area detection using Sentinel-1 and Sentinel-2 features and analysis of ensemble models with explainable AI,Environmental and Ecological Statistics,,,,10.1007/s10651-025-00693-3,Mehmet Akif GünenSalih Türk,2025,https://link.springer.com/article/10.1007/s10651-025-00693-3,Article
Biology and management of wild lupine (<i>Lupinus perennis</i> L.): a case study for conserving rare plants in edge habitat,Plant Ecology,,,,10.1007/s11258-023-01371-9,Isabella R. PetittaMargarita M. López-UribeAutumn E. Sabo,2023,https://link.springer.com/article/10.1007/s11258-023-01371-9,Article
Assessing fuel treatments and burn severity using global and local analyses,Fire Ecology,,,,10.1186/s42408-025-00387-y,Astrid SannaCaden ChamberlainSusan J. PrichardC. Alina CanslerAndrew T. HudakCraig BienzL. Monika MoskalVan R. Kane,2025,https://link.springer.com/article/10.1186/s42408-025-00387-y,Article
Predictive modeling of climate change impacts using Artificial Intelligence: a review for equitable governance and sustainable outcome,Environmental Science and Pollution Research,,,,10.1007/s11356-025-36356-w,Kingsley UkobaOluwatayo Racheal OnisuruTien-Chien JenDaniel M. MadyiraKehinde O. Olatunji,2025,https://link.springer.com/article/10.1007/s11356-025-36356-w,Article
"Damage Assessment Due to Wildfire Using Remote Sensing and GIS: An Indian Case Study of Similipal, Odisha","Recent Trends and Advances in Construction, Real Estate, Infrastructure and Project Management (CRIP) Sector",,,,10.1007/978-981-95-1946-0_11,Charu SinghAparna NaithaniYash SolankiAmol JaiswalVikrant PatilAbhijat Abhyankar,2025,https://link.springer.com/chapter/10.1007/978-981-95-1946-0_11,Conference paper
ALERTIFY: An AI-Driven Multimodal Social Media Framework for&#xa0;Real-Time Disaster Monitoring and&#xa0;Response,Applied Algorithms,,,,10.1007/978-3-032-15621-1_28,Mohit JenaAlok RajPriyanshu PilaniwalaKhusi BhartiRettikaa MannaDishika JhunjhunwalaSmita DasJhalak Dutta,2026,https://link.springer.com/chapter/10.1007/978-3-032-15621-1_28,Conference paper
Remote sensing based forest cover classification using machine learning,Scientific Reports,,,,10.1038/s41598-023-50863-1,Gouhar AzizNasru MinallahAamir SaeedJaroslav FrndaWaleed Khan,2024,https://link.springer.com/article/10.1038/s41598-023-50863-1,Article
High-resolution sensors and deep learning models for tree resource monitoring,Nature Reviews Electrical Engineering,,,,10.1038/s44287-024-00116-8,Martin BrandtJerome ChaveSizhuo LiRasmus FensholtPhilippe CiaisJean-Pierre WigneronFabian GiesekeSassan SaatchiC. J. TuckerChristian Igel,2024,https://link.springer.com/article/10.1038/s44287-024-00116-8,Article
"Generative deep learning for data generation in natural hazard analysis: motivations, advances, challenges, and opportunities",Artificial Intelligence Review,,,,10.1007/s10462-024-10764-9,Zhengjing MaGang MeiNengxiong Xu,2024,https://link.springer.com/article/10.1007/s10462-024-10764-9,Article
"Artificial Intelligence, Machine Learning, and Deep Learning in Structural Engineering: A Scientometrics Review of Trends and Best Practices",Archives of Computational Methods in Engineering,,,,10.1007/s11831-022-09793-w,Arash Teymori Gharah TapehM. Z. Naser,2022,https://link.springer.com/article/10.1007/s11831-022-09793-w,Article
Classification of wildfires in relation to land cover types and associated variables by applying cluster analysis: a case study in the Iberian Peninsula,Environmental Monitoring and Assessment,,,,10.1007/s10661-025-14053-y,Laura SerraPablo JuanCarlos Díaz-AvalosPau AragóSomnath ChaudhuriSergio Trilles,2025,https://link.springer.com/article/10.1007/s10661-025-14053-y,Article
Forest Fire Localization: From Reinforcement Learning Exploration to a Dynamic Drone Control,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-023-02004-z,Jonatan AlvarezAssia BelbachirFaiza BelbachirJamy ChahalAbdelhak GoudjilJohvany GustaveAybüke Öztürk Suri,2023,https://link.springer.com/article/10.1007/s10846-023-02004-z,Article
Uncertainty Quantification of Satellite-Based Essential Climate Variables Derived from Deep Learning,Surveys in Geophysics,,,,10.1007/s10712-025-09919-2,Junyang GouArnt-Børre SalbergMostafa Kiani ShahvandiMohammad J. TourianUlrich MeyerEva BoergensAnders U. WaldelandIsabella VelicognaFredrik DahlAdrian JäggiKonrad SchindlerBenedikt Soja,2026,https://link.springer.com/article/10.1007/s10712-025-09919-2,Article
Comparative Analysis of Estimates of Carbon Emissions from Wildfires in Russia Based on Global Remote Sensing Products,Cosmic Research,,,,10.1134/S0010952525602014,A. M. MatveevS. A. Bartalev,2025,https://link.springer.com/article/10.1134/S0010952525602014,Article
Understanding evacuation behavior for effective disaster preparedness: a hybrid machine learning approach,Natural Hazards,,,,10.1007/s11069-024-06759-y,Evangelos KarampotsisKitty KioskliAthina TsirimpaGeorgios DouniasAmalia Polydoropoulou,2024,https://link.springer.com/article/10.1007/s11069-024-06759-y,Article
Knowledge transfer in lifelong machine learning: a systematic literature review,Artificial Intelligence Review,,,,10.1007/s10462-024-10853-9,Pouya KhodaeeHerna L. ViktorWojtek Michalowski,2024,https://link.springer.com/article/10.1007/s10462-024-10853-9,Article
Role of&#xa0;Machine Learning for&#xa0;Big Data Applications,International Conference on Smart Systems and Advanced Computing (SysCom 2022),,,,10.1007/978-3-031-40905-9_23,Yashi ChaudharyHeman Pathak,2025,https://link.springer.com/chapter/10.1007/978-3-031-40905-9_23,Conference paper
IoT-based automated artificial rainfall system for smog control: a systematic literature review,International Journal of Environmental Science and Technology,,,,10.1007/s13762-025-06732-7,A. ShanU. OmerR. Tehseen,2025,https://link.springer.com/article/10.1007/s13762-025-06732-7,Article
3D Forest Semantic Segmentation Using Multispectral LiDAR and 3D Deep Learning,"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science",,,,10.1007/s41064-025-00369-4,Narges TakhtkeshhaLauris BocauxLassi RuoppaFabio RemondinoGottfried MandlburgerAntero KukkoJuha Hyyppä,2025,https://link.springer.com/article/10.1007/s41064-025-00369-4,Article
Burnt Logs as a Nature-Based Solution for Soil Protection Addressed to Forest Regeneration After Wildfire in Mediterranean Area: A Multidisciplinary Approach,Biosystems Engineering Promoting Resilience to Climate Change - AIIA 2024 - Mid-Term Conference,,,,10.1007/978-3-031-84212-2_24,Giuseppe BombinoDaniela D’AgostinoPietro DenisiLeonardo Maurizio MantiSanto Marcello Zimbone,2025,https://link.springer.com/chapter/10.1007/978-3-031-84212-2_24,Conference paper
Short-term benefits of prescribed fire to bird communities of dry forests,Fire Ecology,,,,10.1186/s42408-022-00130-x,Victoria A. SaabQuresh R. LatifWilliam M. BlockJonathan G. Dudley,2022,https://link.springer.com/article/10.1186/s42408-022-00130-x,Article
"Short-term effects of post-fire salvage logging intensity and activity on breeding birds in the Sierra Nevada Mountains, USA",Fire Ecology,,,,10.1186/s42408-022-00144-5,Alissa M. FoggL. Jay RobertsRyan D. BurnettBrent R. Campos,2022,https://link.springer.com/article/10.1186/s42408-022-00144-5,Article
Comparative Analysis of Deep Learning Techniques on Tomato Plant Disease Detection,Artificial Intelligence and Speech Technology,,,,10.1007/978-3-031-91340-2_18,Riya SharmaAyushi PasrijaSaloni GuptaPoonam Bansal,2025,https://link.springer.com/chapter/10.1007/978-3-031-91340-2_18,Conference paper
Advancements in Automated Plant Disease Detection: a&#xa0;Comprehensive Review of Imaging Technologies and Deep Learning Applications,Journal of Crop Health,,,,10.1007/s10343-025-01247-0,Ratheesh RajuT. M. Thasleema,2025,https://link.springer.com/article/10.1007/s10343-025-01247-0,Article
"Wildfire, Smoke Exposure, Human Health, and Environmental Justice Need to be Integrated into Forest Restoration and Management",Current Environmental Health Reports,,,,10.1007/s40572-022-00355-7,Savannah M. D’EvelynJihoon JungErnesto AlvaradoJill BaumgartnerPete CaligiuriR. Keala HagmannSarah B. HendersonPaul F. HessburgSean HopkinsEdward J. KasnerMeg A. KrawchukJennifer E. KrenzJamie M. LydersenMiriam E. MarlierYuta J. MasudaKerry MetlenGillian MittelstaedtSusan J. PrichardClaire L. SchollaertEdward B. SmithJens T. StevensChristopher W. TessumCarolyn Reeb-WhitakerJoseph L. WilkinsNicholas H. WolffLeah M. WoodRyan D. HaugoJune T. Spector,2022,https://link.springer.com/article/10.1007/s40572-022-00355-7,Article
Machine Learning as an Innovative Engineering Tool for Controlling Concrete Performance: A Comprehensive Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10284-x,Fatemeh MobasheriMasoud HosseinpoorAmmar YahiaFarhad Pourkamali-Anaraki,2025,https://link.springer.com/article/10.1007/s11831-025-10284-x,Article
Human detection in UAV imagery using deep learning: a review,Neural Computing and Applications,,,,10.1007/s00521-025-11446-5,Débora Paula SimõesHenrique Cândido de OliveiraSalvatore MarsicoJefferson Rodrigo de SouzaLuciano Aparecido Barbosa,2025,https://link.springer.com/article/10.1007/s00521-025-11446-5,Article
Boosting-based ensemble machine learning models to predict the bond behavior between concrete and fiberreinforced polymer bars,Frontiers of Structural and Civil Engineering,,,,10.1007/s11709-025-1191-6,Irwan AfriadiChanachai ThongchomDivesh Ranjan KumarWarit WipulanusatSuraparb Keawsawasvong,2025,https://link.springer.com/article/10.1007/s11709-025-1191-6,Article
Machine learning classifier solving the problem of sleep stage imbalance between overnight sleep,Biomedical Engineering Letters,,,,10.1007/s13534-025-00466-8,Chanwoo ParkJung-Ick ByunSang Ho ChoiWon Chul Shin,2025,https://link.springer.com/article/10.1007/s13534-025-00466-8,Article
A review of artificial intelligence expert systems for environmental surveillance and disaster management,Discover Internet of Things,,,,10.1007/s43926-026-00286-x,Anayo Chukwu IkegwuGoodluck Ikwudiuto EmereonyeDeborah Uzoamaka EbemVictoria Chibuzo Uzuegbu,2026,https://link.springer.com/article/10.1007/s43926-026-00286-x,Article
Wildfire smoke exposure and mortality burden in the USA under climate change,Nature,,,,10.1038/s41586-025-09611-w,Minghao QiuJessica LiCarlos F. GouldRenzhi JingMakoto KelpMarissa L. ChildsJeff WenYuanyu XieMeiyun LinMathew V. KiangSam Heft-NealNoah S. DiffenbaughMarshall Burke,2025,https://link.springer.com/article/10.1038/s41586-025-09611-w,Article
Trends and Gaps in Prescribed Burning Research,Environmental Management,,,,10.1007/s00267-025-02119-z,Luke GordonMaldwyn John EvansPhilip ZylstraDavid B. Lindenmayer,2025,https://link.springer.com/article/10.1007/s00267-025-02119-z,Article
